Mod:Item:MetaData, Localized Name
iceandfire:dragonarmor_dragonsteel_ice:1, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:2, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:3, Ice Dragonsteel Dragon Armor
iceandfire:dragon_meal, Dragon Meal
iceandfire:sickly_dragon_meal, Sickly Dragon Meal
iceandfire:creative_dragon_meal, Creative Dragon Meal
iceandfire:fire_dragon_flesh, Fire Dragon Flesh
iceandfire:ice_dragon_flesh, Ice Dragon Flesh
iceandfire:fire_dragon_heart, Fire Dragon Heart
iceandfire:ice_dragon_heart, Ice Dragon Heart
iceandfire:fire_dragon_blood, Fire Dragon Blood
iceandfire:ice_dragon_blood, Ice Dragon Blood
iceandfire:dragon_stick, Dragon Command Staff
iceandfire:dragon_horn, Dragon Horn
iceandfire:dragon_horn_fire, Dragon Horn
iceandfire:dragon_horn_ice, Dragon Horn
iceandfire:dragon_flute, Dragon Bone Flute
iceandfire:summoning_crystal_fire, Fire Dragon Summoning Crystal
iceandfire:summoning_crystal_ice, Ice Dragon Summoning Crystal
iceandfire:hippogryph_egg:0, Hippogryph Egg
iceandfire:hippogryph_egg:1, Hippogryph Egg
iceandfire:hippogryph_egg:2, Hippogryph Egg
iceandfire:hippogryph_egg:3, Hippogryph Egg
iceandfire:hippogryph_egg:4, Hippogryph Egg
iceandfire:hippogryph_egg:5, Hippogryph Egg
iceandfire:hippogryph_egg:6, Hippogryph Egg
iceandfire:iron_hippogryph_armor, Iron Hippogryph Armor
iceandfire:gold_hippogryph_armor, Gold Hippogryph Armor
iceandfire:diamond_hippogryph_armor, Diamond Hippogryph Armor
iceandfire:hippogryph_talon, Hippogryph Talon
iceandfire:hippogryph_sword, Hippogryph Talon Sword
iceandfire:gorgon_head, Gorgon Head
iceandfire:stone_statue, Stone Statue
iceandfire:blindfold, Blindfold
iceandfire:pixie_dust, Pixie Dust
iceandfire:pixie_wings, Pixie Wings
iceandfire:pixie_wand, Pixie Wand
iceandfire:ambrosia, Ambrosia
iceandfire:cyclops_eye, Eye of Cyclops
iceandfire:sheep_helmet, Sheep Disguise Helmet
iceandfire:sheep_chestplate, Sheep Disguise Chestplate
iceandfire:sheep_leggings, Sheep Disguise Leggings
iceandfire:sheep_boots, Sheep Disguise Boots
iceandfire:shiny_scales, Shiny Scales
iceandfire:siren_tear, Siren Tear
iceandfire:siren_flute, Siren Flute
iceandfire:hippocampus_fin, Hippocampus Fin
iceandfire:hippocampus_slapper, Hippocampus Slapper
iceandfire:earplugs, Earplugs
iceandfire:deathworm_chitin:0, Tan Death Worm Chitin
iceandfire:deathworm_chitin:1, White Death Worm Chitin
iceandfire:deathworm_chitin:2, Red Death Worm Chitin
iceandfire:deathworm_yellow_helmet, Tan Death Worm Chitin Helmet
iceandfire:deathworm_yellow_chestplate, Tan Death Worm Chitin Chestplate
iceandfire:deathworm_yellow_leggings, Tan Death Worm Chitin Leggings
iceandfire:deathworm_yellow_boots, Tan Death Worm Chitin Boots
iceandfire:deathworm_white_helmet, White Death Worm Chitin Helmet
iceandfire:deathworm_white_chestplate, White Death Worm Chitin Chestplate
iceandfire:deathworm_white_leggings, White Death Worm Chitin Leggings
iceandfire:deathworm_white_boots, White Death Worm Chitin Boots
iceandfire:deathworm_red_helmet, Red Death Worm Chitin Helmet
iceandfire:deathworm_red_chestplate, Red Death Worm Chitin Chestplate
iceandfire:deathworm_red_leggings, Red Death Worm Chitin Leggings
iceandfire:deathworm_red_boots, Red Death Worm Chitin Boots
iceandfire:iceandfire.deathworm_egg:0, Death Worm Egg
iceandfire:iceandfire.deathworm_egg:1, Giant Death Worm Egg
iceandfire:deathworm_tounge, Death Worm Tongue
iceandfire:deathworm_gauntlet_yellow, Death Worm Gauntlet
iceandfire:deathworm_gauntlet_white, Death Worm Gauntlet
iceandfire:deathworm_gauntlet_red, Death Worm Gauntlet
iceandfire:rotten_egg, Rotten Egg
iceandfire:cockatrice_eye, Cockatrice Eye
iceandfire:cockatrice_scepter, Cockatrice Scepter
iceandfire:stymphalian_bird_feather, Stymphalian Bird Feather
iceandfire:stymphalian_arrow, Stymphalian Arrow
iceandfire:stymphalian_feather_bundle, Stymphalian Bird Feather Bundle
iceandfire:stymphalian_bird_dagger, Stymphalian Bird Dagger
iceandfire:troll_tusk, Troll Tusk
iceandfire:myrmex_desert_egg:0, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:1, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:2, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:3, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:4, Desert Myrmex Egg
iceandfire:myrmex_jungle_egg:0, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:1, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:2, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:3, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:4, Jungle Myrmex Egg
iceandfire:myrmex_desert_resin, Desert Myrmex Resin Chunk
iceandfire:myrmex_jungle_resin, Jungle Myrmex Resin Chunk
iceandfire:myrmex_desert_chitin, Desert Myrmex Chitin
iceandfire:myrmex_jungle_chitin, Jungle Myrmex Chitin
iceandfire:myrmex_stinger, Myrmex Stinger
iceandfire:myrmex_desert_sword, Desert Myrmex Chitin Sword
iceandfire:myrmex_desert_sword_venom, Desert Myrmex Stinger Sword
iceandfire:myrmex_desert_shovel, Desert Myrmex Chitin Shovel
iceandfire:myrmex_desert_pickaxe, Desert Myrmex Chitin Pickaxe
iceandfire:myrmex_desert_axe, Desert Myrmex Chitin Axe
iceandfire:myrmex_desert_hoe, Desert Myrmex Chitin Hoe
iceandfire:myrmex_jungle_sword, Jungle Myrmex Chitin Sword
iceandfire:myrmex_jungle_sword_venom, Jungle Myrmex Stinger Sword
iceandfire:myrmex_jungle_shovel, Jungle Myrmex Chitin Shovel
iceandfire:myrmex_jungle_pickaxe, Jungle Myrmex Chitin Pickaxe
iceandfire:myrmex_jungle_axe, Jungle Myrmex Chitin Axe
iceandfire:myrmex_jungle_hoe, Jungle Myrmex Chitin Hoe
iceandfire:myrmex_desert_staff, Desert Myrmex Staff
iceandfire:myrmex_jungle_staff, Jungle Myrmex Staff
iceandfire:myrmex_desert_helmet, Desert Myrmex Chitin Helmet
iceandfire:myrmex_desert_chestplate, Desert Myrmex Chitin Chestplate
iceandfire:myrmex_desert_leggings, Desert Myrmex Chitin Leggings
iceandfire:myrmex_desert_boots, Desert Myrmex Chitin Boots
iceandfire:myrmex_jungle_helmet, Jungle Myrmex Chitin Helmet
iceandfire:myrmex_jungle_chestplate, Jungle Myrmex Chitin Chestplate
iceandfire:myrmex_jungle_leggings, Jungle Myrmex Chitin Leggings
iceandfire:myrmex_jungle_boots, Jungle Myrmex Chitin Boots
iceandfire:myrmex_desert_swarm, Myrmex Swarm
iceandfire:myrmex_jungle_swarm, Myrmex Swarm
iceandfire:amphithere_feather, Amphithere Feather
iceandfire:amphithere_arrow, Amphithere Arrow
iceandfire:amphithere_macuahuitl, Amphithere Macuahuitl
iceandfire:sea_serpent_fang, Sea Serpent Fang
iceandfire:sea_serpent_arrow, Tide Arrow
iceandfire:tide_trident, Tide Trident
iceandfire:chain_link, Iron Chain Link
iceandfire:chain_sticky, Sticky Iron Chain
iceandfire:chain, Iron Chain
iceandfire:dragonsteel_fire_ingot, Fire Dragonsteel Ingot
iceandfire:dragonsteel_fire_sword, Fire Dragonsteel Sword
iceandfire:dragonsteel_fire_pickaxe, Fire Dragonsteel Pickaxe
iceandfire:dragonsteel_fire_axe, Fire Dragonsteel Axe
iceandfire:dragonsteel_fire_shovel, Fire Dragonsteel Shovel
iceandfire:dragonsteel_fire_hoe, Fire Dragonsteel Hoe
iceandfire:dragonsteel_fire_helmet, Fire Dragonsteel Helmet
iceandfire:dragonsteel_fire_chestplate, Fire Dragonsteel Chestplate
iceandfire:dragonsteel_fire_leggings, Fire Dragonsteel Leggings
iceandfire:dragonsteel_fire_boots, Fire Dragonsteel Boots
iceandfire:dragonsteel_ice_ingot, Ice Dragonsteel Ingot
iceandfire:dragonsteel_ice_sword, Ice Dragonsteel Sword
iceandfire:dragonsteel_ice_pickaxe, Ice Dragonsteel Pickaxe
iceandfire:dragonsteel_ice_axe, Ice Dragonsteel Axe
iceandfire:dragonsteel_ice_shovel, Ice Dragonsteel Shovel
iceandfire:dragonsteel_ice_hoe, Ice Dragonsteel Hoe
iceandfire:dragonsteel_ice_helmet, Ice Dragonsteel Helmet
iceandfire:dragonsteel_ice_chestplate, Ice Dragonsteel Chestplate
iceandfire:dragonsteel_ice_leggings, Ice Dragonsteel Leggings
iceandfire:dragonsteel_ice_boots, Ice Dragonsteel Boots
iceandfire:weezer_blue_album, Weezer
iceandfire:dragon_debug_stick, Dragon Debug Stick
iceandfire:dread_sword, Dread Thrall's Sword
iceandfire:dread_knight_sword, Dread Knight's Sword
iceandfire:lich_staff, Dread Lich Staff
iceandfire:dread_queen_sword, Blade of the Dreaded Queen
iceandfire:dread_queen_staff, Staff of the Dreaded Queen
iceandfire:dread_shard, Dread Shard
iceandfire:dread_key, §bGravemaster's Key§r
iceandfire:hydra_fang, Hydra Fang
iceandfire:hydra_heart, Hydra Heart
iceandfire:hydra_arrow, Hydra Arrow
iceandfire:armor_red_helmet, Dragon Scale Helmet
iceandfire:armor_red_chestplate, Dragon Scale Chestplate
iceandfire:armor_red_leggings, Dragon Scale Leggings
iceandfire:armor_red_boots, Dragon Scale Boots
iceandfire:armor_bronze_helmet, Dragon Scale Helmet
iceandfire:armor_bronze_chestplate, Dragon Scale Chestplate
iceandfire:armor_bronze_leggings, Dragon Scale Leggings
iceandfire:armor_bronze_boots, Dragon Scale Boots
iceandfire:armor_green_helmet, Dragon Scale Helmet
iceandfire:armor_green_chestplate, Dragon Scale Chestplate
iceandfire:armor_green_leggings, Dragon Scale Leggings
iceandfire:armor_green_boots, Dragon Scale Boots
iceandfire:armor_gray_helmet, Dragon Scale Helmet
iceandfire:armor_gray_chestplate, Dragon Scale Chestplate
iceandfire:armor_gray_leggings, Dragon Scale Leggings
iceandfire:armor_gray_boots, Dragon Scale Boots
iceandfire:armor_blue_helmet, Dragon Scale Helmet
iceandfire:armor_blue_chestplate, Dragon Scale Chestplate
iceandfire:armor_blue_leggings, Dragon Scale Leggings
iceandfire:armor_blue_boots, Dragon Scale Boots
iceandfire:armor_white_helmet, Dragon Scale Helmet
iceandfire:armor_white_chestplate, Dragon Scale Chestplate
iceandfire:armor_white_leggings, Dragon Scale Leggings
iceandfire:armor_white_boots, Dragon Scale Boots
iceandfire:armor_sapphire_helmet, Dragon Scale Helmet
iceandfire:armor_sapphire_chestplate, Dragon Scale Chestplate
iceandfire:armor_sapphire_leggings, Dragon Scale Leggings
iceandfire:armor_sapphire_boots, Dragon Scale Boots
iceandfire:armor_silver_helmet, Dragon Scale Helmet
iceandfire:armor_silver_chestplate, Dragon Scale Chestplate
iceandfire:armor_silver_leggings, Dragon Scale Leggings
iceandfire:armor_silver_boots, Dragon Scale Boots
iceandfire:sea_serpent_scales_blue, Sea Serpent Scales
iceandfire:tide_blue_helmet, Tide Guardian Helmet
iceandfire:tide_blue_chestplate, Tide Guardian Chestplate
iceandfire:tide_blue_leggings, Tide Guardian Leggings
iceandfire:tide_blue_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_bronze, Sea Serpent Scales
iceandfire:tide_bronze_helmet, Tide Guardian Helmet
iceandfire:tide_bronze_chestplate, Tide Guardian Chestplate
iceandfire:tide_bronze_leggings, Tide Guardian Leggings
iceandfire:tide_bronze_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_deepblue, Sea Serpent Scales
iceandfire:tide_deepblue_helmet, Tide Guardian Helmet
iceandfire:tide_deepblue_chestplate, Tide Guardian Chestplate
iceandfire:tide_deepblue_leggings, Tide Guardian Leggings
iceandfire:tide_deepblue_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_green, Sea Serpent Scales
iceandfire:tide_green_helmet, Tide Guardian Helmet
iceandfire:tide_green_chestplate, Tide Guardian Chestplate
iceandfire:tide_green_leggings, Tide Guardian Leggings
iceandfire:tide_green_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_purple, Sea Serpent Scales
iceandfire:tide_purple_helmet, Tide Guardian Helmet
iceandfire:tide_purple_chestplate, Tide Guardian Chestplate
iceandfire:tide_purple_leggings, Tide Guardian Leggings
iceandfire:tide_purple_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_red, Sea Serpent Scales
iceandfire:tide_red_helmet, Tide Guardian Helmet
iceandfire:tide_red_chestplate, Tide Guardian Chestplate
iceandfire:tide_red_leggings, Tide Guardian Leggings
iceandfire:tide_red_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_teal, Sea Serpent Scales
iceandfire:tide_teal_helmet, Tide Guardian Helmet
iceandfire:tide_teal_chestplate, Tide Guardian Chestplate
iceandfire:tide_teal_leggings, Tide Guardian Leggings
iceandfire:tide_teal_boots, Tide Guardian Boots
iceandfire:troll_weapon.axe, Troll's Axe
iceandfire:troll_weapon.column, Troll's Stone Column
iceandfire:troll_weapon.column_forest, Troll's Mossy Column
iceandfire:troll_weapon.column_frost, Troll's Frosted Col
iceandfire:troll_weapon.hammer, Troll's Hammer
iceandfire:troll_weapon.trunk, Troll's Tree Trunk
iceandfire:troll_weapon.trunk_frost, Troll's Frosted Tree Trunk
iceandfire:troll_leather_forest, Forest Troll Leather
iceandfire:forest_troll_leather_helmet, Forest Troll Leather Helmet
iceandfire:forest_troll_leather_chestplate, Forest Troll Leather Chestplate
iceandfire:forest_troll_leather_leggings, Forest Troll Leather Leggings
iceandfire:forest_troll_leather_boots, Forest Troll Leather Boots
iceandfire:troll_leather_frost, Frost Troll Leather
iceandfire:frost_troll_leather_helmet, Frost Troll Leather Helmet
iceandfire:frost_troll_leather_chestplate, Frost Troll Leather Chestplate
iceandfire:frost_troll_leather_leggings, Frost Troll Leather Leggings
iceandfire:frost_troll_leather_boots, Frost Troll Leather Boots
iceandfire:troll_leather_mountain, Mountain Troll Leather
iceandfire:mountain_troll_leather_helmet, Mountain Troll Leather Helmet
iceandfire:mountain_troll_leather_chestplate, Mountain Troll Leather Chestplate
iceandfire:mountain_troll_leather_leggings, Mountain Troll Leather Leggings
iceandfire:mountain_troll_leather_boots, Mountain Troll Leather Boots
iceandfire:hippogryph_skull, Hippogryph Skull
iceandfire:cyclops_skull, Cyclops Skull
iceandfire:cockatrice_skull, Cockatrice Skull
iceandfire:stymphalian_skull, Stymphalian Bird Skull
iceandfire:troll_skull, Troll Skull
iceandfire:amphithere_skull, Amphithere Skull
iceandfire:seaserpent_skull, Sea Serpent Skull
iceandfire:hydra_skull, Hydra Skull
immersivepetroleum:metal_device:0, Automatic Lubricator
immersivepetroleum:metal_device:1, Portable Generator
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Bitumen
immersivepetroleum:schematic, %s Projector
immersivepetroleum:speedboat, Motorboat
immersivepetroleum:upgrades:0, Reinforced Hull
immersivepetroleum:upgrades:1, Icebreaker Bow
immersivepetroleum:upgrades:2, Expanded Fuel Tank
immersivepetroleum:upgrades:3, Maneuvering Rudders
immersivepetroleum:upgrades:4, Emergency Paddles
immersivepetroleum:oil_can, Lubricant Can
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
lmavatar:player_maid_book, Player Maid Model
lmreengaged:maid_souvenir, Maid Souvenir
lmreengaged:maid_carry, Maid Carry
lmreengaged:maid_sugar, Maid Sugar
lmreengaged:maid_spawn_egg, Maked Spawn Egg
lmreengaged:maid_contract, Maid Contract
lmreengaged:maid_stick, Maid Tackt
lmreengaged:sugar_box, Sugar Box
littletiles:hammer:0, Little Hammer
littletiles:recipeadvanced:0, Little Blueprint
littletiles:saw, Little Saw
littletiles:container, Little Bag
littletiles:wrench, Little Wrench
littletiles:screwdriver:0, Little Screwdriver
littletiles:chisel:0, Little Chisel
littletiles:colortube:0, Little Paint Brush
littletiles:grabber:0, Little Glove
littletiles:premade:0, Little Workbench
littletiles:premade:0, Little Importer
littletiles:premade:0, Little Exporter
littletiles:premade:0, Particle Emitter
littletiles:premade:0, Blank-o-matic
littletiles:premade:0, Single Cable (1-bit)
littletiles:premade:0, Single Cable (4-bit)
littletiles:premade:0, Single Cable (16-bit)
littletiles:premade:0, Single Output (1-bit)
littletiles:premade:0, Single Output (4-bit)
littletiles:premade:0, Single Output (16-bit)
littletiles:premade:0, Single Input (1-bit)
littletiles:premade:0, Single Input (4-bit)
littletiles:premade:0, Single Input (16-bit)
littletiles:premade:0, Signal Display (16 bit)
littletiles:premade:0, Structure Builder
littletiles:ltstorageblocktile, Little Storage Block
littletiles:ltcoloredblock:0, Dyeable Clean
littletiles:ltcoloredblock:1, Dyeable Floor
littletiles:ltcoloredblock:2, Dyeable Grainy Big
littletiles:ltcoloredblock:3, Dyeable Grainy
littletiles:ltcoloredblock:4, Dyeable Grainy Low
littletiles:ltcoloredblock:5, Dyeable Brick
littletiles:ltcoloredblock:6, Dyeable Bordered
littletiles:ltcoloredblock:7, Dyeable Brick Big
littletiles:ltcoloredblock:8, Dyeable Chiseled
littletiles:ltcoloredblock:9, Dyeable Broken Brick Big
littletiles:ltcoloredblock:10, Dyeable Clay
littletiles:ltcoloredblock:12, Lava Block
littletiles:ltcoloredblock:13, Dyeable Strips
littletiles:ltcoloredblock:14, White Lava Block
littletiles:ltcoloredblock2:0, Dyeable Gravel
littletiles:ltcoloredblock2:1, Dyeable Sand
littletiles:ltcoloredblock2:2, Dyeable Stone
littletiles:ltcoloredblock2:3, Dyeable Cork
littletiles:ltcoloredblock2:4, White Opaque Water
littletiles:lttransparentcoloredblock:5, Water
littletiles:lttransparentcoloredblock:6, White Water
littletiles:ltsinglecable, tile.ltsinglecable.name
littletiles:ltinput, tile.ltinput.name
littletiles:ltoutput, tile.ltoutput.name
littletiles:signal_converter, Signal Converter
logisticspipes:module_item_sink, ItemSink Module
logisticspipes:module_passive_supplier, Passive Supplier Module
logisticspipes:module_extractor, Extractor Module
logisticspipes:module_item_sink_polymorphic, Polymorphic ItemSink Module
logisticspipes:module_quick_sort, QuickSort Module
logisticspipes:module_terminus, Terminus Module
logisticspipes:module_extractor_advanced, Advanced Extractor Module
logisticspipes:module_provider, Provider Module
logisticspipes:module_item_sink_mod, Mod Based ItemSink Module
logisticspipes:module_item_sink_oredict, OreDict ItemSink Module
logisticspipes:module_enchantment_sink, Enchantment Sink Module
logisticspipes:module_enchantment_sink_mk2, Enchantment Sink Module MK2
logisticspipes:module_crafter, Crafting Module
logisticspipes:module_active_supplier, Active Supplier Module
